Marker,Sample Name,Lysate,Library,ReadsRaw,ReadsL35,ReadsMapped,ReadsDeduped,%Hominin,UniqueHominin,DuplicationRate,5CT,3CT,5CT_95CI,3CT_95CI,Ancient,ReadsDeam,H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D_support,D_support_deam,S_support,S_support_deam,D-S_support,D-S_support_deam
M37 ,SP.A.7529,Lys.A.1298,Lib.F.9220,2375247,1118532,197583,1865,97.37,629,164.31,7.4,2.3,3.0-14.7,0.5-6.5,No,16,**100.0% (38 / 38),100.0% (1 / 1),2.8% (3 / 107),0.0% (0 / 2),0.0% (0 / 54),0.0% (0 / 2),0.0% (0 / 79),0.0% (0 / 2),0.0% (0 / 172),0.0% (0 / 2),0.0% (0 / 78),0.0% (0 / 4),0.0% (0 / 93),0.0% (0 / 2)
M36 ,SP.A.7528,Lys.A.1297,Lib.F.9219,1902892,928571,229248,3204,97.9,1819,77.58,3.6,1.8,1.9-6.2,0.8-3.5,No,54,**95.4% (145 / 152),**70.0% (7 / 10),0.0% (0 / 158),0.0% (0 / 5),0.0% (0 / 102),0.0% (0 / 3),3.2% (6 / 189),0.0% (0 / 8),1.5% (5 / 338),18.2% (2 / 11),3.1% (8 / 258),0.0% (0 / 7),2.0% (7 / 350),10.0% (1 / 10)
M35 ,SP.A.7527,Lys.A.1296,Lib.F.9218,1836696,891202,122935,7581,99.79,4769,10.66,4.7,3.1,3.5-6.2,2.2-4.2,No,185,**98.9% (350 / 354),**75.0% (3 / 4),0.8% (3 / 357),11.8% (2 / 17),0.0% (0 / 262),0.0% (0 / 10),3.5% (15 / 431),7.7% (1 / 13),3.3% (30 / 898),**36.4% (12 / 33),3.7% (22 / 595),0.0% (0 / 18),3.3% (33 / 997),**41.7% (15 / 36)
M34 ,SP.A.7526,Lys.A.1295,Lib.F.9217,2375541,1227786,128961,1028,99.6,756,136.45,2.7,2.9,0.7-6.8,1.1-6.3,No,24,**100.0% (74 / 74),100.0% (3 / 3),0.0% (0 / 58),NA% (0 / 0),0.0% (0 / 37),0.0% (0 / 2),0.0% (0 / 82),0.0% (0 / 2),0.0% (0 / 166),0.0% (0 / 5),0.0% (0 / 88),0.0% (0 / 3),0.0% (0 / 134),0.0% (0 / 4)
M33 ,SP.A.7525,Lys.A.1294,Lib.F.9216,1902623,917889,136956,1307,100,827,121.05,1.7,1,0.3-4.8,0.1-3.7,No,22,**100.0% (75 / 75),100.0% (2 / 2),1.3% (1 / 79),33.3% (1 / 3),0.0% (0 / 58),0.0% (0 / 2),1.5% (1 / 67),NA% (0 / 0),0.0% (0 / 205),0.0% (0 / 2),0.9% (1 / 106),0.0% (0 / 3),1.1% (2 / 179),0.0% (0 / 5)
M32 ,SP.A.7524,Lys.A.1293,Lib.F.9215,2365854,1179188,125281,1081,94.74,324,188.9,5.7,2.2,1.6-14.0,0.3-7.8,No,9,**96.7% (29 / 30),NA% (0 / 0),0.0% (0 / 35),0.0% (0 / 1),0.0% (0 / 26),NA% (0 / 0),0.0% (0 / 27),0.0% (0 / 3),0.0% (0 / 79),0.0% (0 / 1),0.0% (0 / 44),0.0% (0 / 3),1.6% (1 / 64),0.0% (0 / 3)
M31 ,SP.A.7523,Lys.A.1292,Lib.F.9214,2138654,1083328,104946,1199,99.26,400,132.13,3.7,1.8,1.0-9.3,0.2-6.4,No,14,**100.0% (31 / 31),100.0% (1 / 1),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 32),0.0% (0 / 1),0.0% (0 / 58),0.0% (0 / 3),0.0% (0 / 96),0.0% (0 / 3),0.0% (0 / 66),0.0% (0 / 4),3.2% (3 / 94),40.0% (2 / 5)
M30 ,SP.A.7522,Lys.A.1291,Lib.F.9209,2466593,1307199,167347,1865,92.36,290,191.61,6.9,2.2,2.3-15.5,0.3-7.9,No,11,**100.0% (28 / 28),100.0% (1 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 14),NA% (0 / 0),5.6% (1 / 18),0.0% (0 / 1),0.0% (0 / 65),0.0% (0 / 1),2.6% (1 / 39),0.0% (0 / 1),1.6% (1 / 62),0.0% (0 / 1)
M29 ,SP.A.7521,Lys.A.1290,Lib.F.9208,2331239,1232524,378471,10757,26.69,201,54.65,11.8,8.5,4.4-23.9,2.8-18.7,No,15,**100.0% (17 / 17),100.0% (1 / 1),0.0% (0 / 19),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 19),NA% (0 / 0),3.8% (1 / 26),25.0% (1 / 4),0.0% (0 / 21),NA% (0 / 0),5.4% (2 / 37),0.0% (0 / 2)
M28 ,SP.A.7520,Lys.A.1289,Lib.F.9207,2396109,1370803,323292,10030,42.36,338,43.41,30.1,14.9,20.5-41.2,8.2-24.2,No,58,**84.4% (27 / 32),**100.0% (3 / 3),13.8% (4 / 29),20.0% (1 / 5),0.0% (0 / 13),0.0% (0 / 3),0.0% (0 / 31),0.0% (0 / 6),11.7% (9 / 77),30.0% (3 / 10),0.0% (0 / 43),0.0% (0 / 7),1.6% (1 / 64),0.0% (0 / 5)
M27 ,SP.A.7519,Lys.A.1288,Lib.F.9206,2381087,1285446,314615,7923,77.11,1007,62.89,12,8.4,7.7-17.4,4.8-13.5,No,61,**93.8% (61 / 65),50.0% (1 / 2),5.3% (4 / 76),14.3% (1 / 7),0.0% (0 / 67),0.0% (0 / 3),0.0% (0 / 93),0.0% (0 / 4),1.6% (3 / 190),0.0% (0 / 3),0.0% (0 / 74),0.0% (0 / 4),6.0% (11 / 184),14.3% (1 / 7)
M26 ,SP.A.7518,Lys.A.1287,Lib.F.9205,2378459,1190736,267018,3761,89.88,1012,123.17,3.2,1.5,1.4-6.3,0.4-3.8,No,25,**100.0% (65 / 65),100.0% (1 / 1),0.8% (1 / 119),0.0% (0 / 2),0.0% (0 / 65),0.0% (0 / 1),0.0% (0 / 67),0.0% (0 / 1),0.0% (0 / 209),0.0% (0 / 3),0.0% (0 / 173),0.0% (0 / 2),0.3% (1 / 289),0.0% (0 / 7)
M25 ,SP.A.7517,Lys.A.1286,Lib.F.9204,2311316,1141244,350850,4669,98.4,1472,122.81,8.1,1.4,5.2-11.9,0.5-3.1,No,45,**96.5% (139 / 144),**100.0% (5 / 5),0.0% (0 / 129),0.0% (0 / 5),0.0% (0 / 69),0.0% (0 / 4),5.8% (7 / 121),0.0% (0 / 3),0.3% (1 / 293),0.0% (0 / 4),0.6% (1 / 175),0.0% (0 / 4),0.0% (0 / 330),0.0% (0 / 7)
M24 ,SP.A.7516,Lys.A.1285,Lib.F.9203,2602599,1565325,502740,25082,11.18,204,5.15,41.5,28.6,28.1-55.9,16.6-43.3,Yes,52,**50.0% (6 / 12),0.0% (0 / 2),7.7% (1 / 13),50.0% (1 / 2),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 24),0.0% (0 / 5),**29.4% (10 / 34),**50.0% (4 / 8),4.3% (1 / 23),0.0% (0 / 4),**50.0% (16 / 32),**77.8% (7 / 9)
M23 ,SP.A.7515,Lys.A.1284,Lib.F.9202,2146226,1146578,279928,7538,26.98,153,90.45,4.9,2.3,0.6-16.5,0.1-12.3,No,5,**100.0% (15 / 15),NA% (0 / 0),13.3% (2 / 15),100.0% (2 / 2),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 16),0.0% (0 / 4),3.9% (2 / 51),0.0% (0 / 1),0.0% (0 / 22),0.0% (0 / 1),2.3% (1 / 43),0.0% (0 / 2)
M22 ,SP.A.7514,Lys.A.1283,Lib.F.9201,2227053,1138834,174227,3108,80.28,285,130.86,4.9,1.4,1.0-13.7,0.0-7.5,No,6,**96.2% (25 / 26),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 1),0.0% (0 / 26),0.0% (0 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 48),0.0% (0 / 1),0.0% (0 / 31),NA% (0 / 0),1.6% (1 / 64),100.0% (1 / 1)
M21 ,SP.A.7513,Lys.A.1282,Lib.F.9200,2581932,1331741,200437,2370,92.62,439,179.09,5,3.6,1.9-10.6,1.0-8.9,No,30,**96.8% (30 / 31),100.0% (1 / 1),5.2% (3 / 58),0.0% (0 / 1),0.0% (0 / 32),NA% (0 / 0),6.5% (3 / 46),0.0% (0 / 1),2.7% (2 / 74),16.7% (1 / 6),1.9% (1 / 53),0.0% (0 / 3),0.8% (1 / 127),0.0% (0 / 5)
M20 ,SP.A.7512,Lys.A.1281,Lib.F.9196,2067110,1089279,71181,352,97.76,262,215.68,7.9,0,1.7-21.4,0.0-4.9,No,6,**96.0% (24 / 25),**100.0% (3 / 3),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 62),0.0% (0 / 2),0.0% (0 / 27),NA% (0 / 0),0.0% (0 / 56),0.0% (0 / 2)
M19 ,SP.A.7511,Lys.A.1280,Lib.F.9195,2359659,1209069,300875,7238,41.81,301,92.72,7.1,3.3,2.4-15.9,0.4-11.3,No,15,**100.0% (25 / 25),NA% (0 / 0),0.0% (0 / 32),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 29),NA% (0 / 0),1.9% (1 / 54),100.0% (1 / 1),0.0% (0 / 40),NA% (0 / 0),2.4% (2 / 85),0.0% (0 / 1)
M18 ,SP.A.7510,Lys.A.1279,Lib.F.9194,2441739,1488406,453302,23747,7.03,133,5.86,42.9,24.2,24.5-62.8,11.1-42.3,Yes,30,**50.0% (4 / 8),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),22.2% (2 / 9),0.0% (0 / 1),11.8% (2 / 17),0.0% (0 / 3),0.0% (0 / 15),0.0% (0 / 4),**35.3% (12 / 34),**80.0% (4 / 5)
M18 ,SP.A.7510,Lys.A.1279,Lib.G.2750,1235203,841384,107778,12183,7.2,62,4.08,33.3,23.1,11.8-61.6,5.0-53.8,No,13,**80.0% (4 / 5),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),33.3% (1 / 3),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 1),9.1% (1 / 11),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 3),**58.3% (7 / 12),100.0% (1 / 1)
M17 ,SP.A.7509,Lys.A.1278,Lib.F.9193,2401428,1266116,237592,4029,92.24,939,100.08,4.1,2.3,1.9-7.6,0.9-5.0,No,29,**100.0% (49 / 49),100.0% (1 / 1),0.9% (1 / 107),NA% (0 / 0),0.0% (0 / 60),NA% (0 / 0),0.0% (0 / 81),0.0% (0 / 3),0.4% (1 / 233),0.0% (0 / 8),0.0% (0 / 100),0.0% (0 / 4),1.7% (3 / 181),0.0% (0 / 5)
M16 ,SP.A.7508,Lys.A.1277,Lib.F.9192,2334399,1236282,329659,9155,24.56,141,62.18,6.9,2.7,0.8-22.8,0.1-14.2,No,7,**90.0% (9 / 10),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 24),0.0% (0 / 1),6.9% (2 / 29),0.0% (0 / 1)
M15 ,SP.A.7507,Lys.A.1276,Lib.F.9191,2414380,1235392,222602,2901,97.46,614,136.24,4.4,2.8,1.4-9.9,0.9-6.3,No,19,**97.0% (64 / 66),100.0% (4 / 4),0.0% (0 / 53),NA% (0 / 0),0.0% (0 / 49),0.0% (0 / 1),0.0% (0 / 48),0.0% (0 / 2),0.0% (0 / 141),0.0% (0 / 5),0.0% (0 / 83),0.0% (0 / 4),0.6% (1 / 155),0.0% (0 / 5)
M14 ,SP.A.7506,Lys.A.1275,Lib.F.9190,2510859,1312774,227952,4146,69.78,314,147.35,15.3,8.3,7.9-25.7,3.1-17.3,No,32,**90.6% (29 / 32),100.0% (1 / 1),4.3% (1 / 23),0.0% (0 / 3),0.0% (0 / 26),0.0% (0 / 3),0.0% (0 / 23),0.0% (0 / 3),8.2% (4 / 49),50.0% (2 / 4),0.0% (0 / 49),0.0% (0 / 1),10.3% (7 / 68),**100.0% (4 / 4)
M13 ,SP.A.7505,Lys.A.1274,Lib.F.9189,1795258,1035722,299258,12727,50.47,752,34.82,0,1.8,0.0-2.6,0.4-5.2,No,9,**98.6% (69 / 70),NA% (0 / 0),1.0% (1 / 99),0.0% (0 / 2),0.0% (0 / 76),0.0% (0 / 1),0.0% (0 / 82),NA% (0 / 0),0.6% (1 / 177),NA% (0 / 0),0.0% (0 / 112),0.0% (0 / 1),0.0% (0 / 200),0.0% (0 / 1)
M12 ,SP.A.7504,Lys.A.1273,Lib.F.9188,2230532,1266779,411426,17838,16.64,234,12.68,2.1,3,0.1-11.3,0.4-10.5,No,10,**100.0% (23 / 23),100.0% (1 / 1),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 2),0.0% (0 / 20),0.0% (0 / 1),1.6% (1 / 61),33.3% (1 / 3),0.0% (0 / 26),0.0% (0 / 1),9.1% (6 / 66),50.0% (1 / 2)
M11 ,SP.A.7503,Lys.A.1272,Lib.F.9187,2489397,1516161,487716,23244,8.86,164,6.72,25,24.4,10.7-44.9,12.4-40.3,Yes,20,**60.0% (6 / 10),0.0% (0 / 3),0.0% (0 / 8),0.0% (0 / 5),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 18),0.0% (0 / 2),3.0% (1 / 33),0.0% (0 / 2),0.0% (0 / 16),0.0% (0 / 5),14.8% (4 / 27),50.0% (1 / 2)
M11 ,SP.A.7503,Lys.A.1272,Lib.G.2749,1321341,907900,134463,12975,7.12,59,5.1,45.5,14.3,16.7-76.6,1.8-42.8,No,12,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 2),14.3% (2 / 14),50.0% (1 / 2),0.0% (0 / 5),NA% (0 / 0),12.5% (1 / 8),NA% (0 / 0)
M10 ,SP.A.7502,Lys.A.1271,Lib.F.9186,2244257,1202652,594550,10098,100,8669,58.8,1.8,0.3,1.3-2.4,0.1-0.6,No,106,**99.5% (946 / 951),**100.0% (5 / 5),0.0% (0 / 931),0.0% (0 / 11),0.0% (0 / 648),0.0% (0 / 6),0.1% (1 / 960),0.0% (0 / 16),0.0% (1 / 2015),0.0% (0 / 24),0.1% (1 / 1408),0.0% (0 / 30),0.3% (7 / 2281),0.0% (0 / 25)
M9 ,SP.A.7501,Lys.A.1270,Lib.F.9185,2323670,1284769,412335,14744,85.72,3475,27.36,3,3.6,1.9-4.4,2.4-5.1,No,97,**98.1% (316 / 322),**80.0% (4 / 5),0.0% (0 / 391),0.0% (0 / 8),0.0% (0 / 272),0.0% (0 / 7),0.0% (0 / 376),0.0% (0 / 8),1.2% (9 / 737),**35.7% (5 / 14),0.0% (0 / 547),0.0% (0 / 17),2.1% (19 / 907),25.0% (4 / 16)
M8 ,SP.A.7500,Lys.A.1269,Lib.F.9184,2095218,1043065,203955,2926,77.25,275,167.12,32.4,23.3,21.5-44.8,13.4-36.0,Yes,53,**76.5% (13 / 17),100.0% (1 / 1),4.3% (1 / 23),25.0% (1 / 4),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),5.6% (2 / 36),50.0% (2 / 4),0.0% (0 / 32),0.0% (0 / 5),13.5% (7 / 52),14.3% (1 / 7)
M8 ,SP.A.7500,Lys.A.1269,Lib.G.2748,1784880,733417,10810,460,89.13,82,25.73,50,30,27.2-72.8,11.9-54.3,Yes,25,**77.8% (7 / 9),0.0% (0 / 2),0.0% (0 / 2),0.0% (0 / 1),66.7% (2 / 3),100.0% (1 / 1),0.0% (0 / 12),0.0% (0 / 6),10.0% (2 / 20),25.0% (1 / 4),0.0% (0 / 13),0.0% (0 / 3),10.0% (2 / 20),25.0% (1 / 4)
M7 ,SP.A.7499,Lys.A.1268,Lib.F.9183,2018877,1005860,123577,1687,82.93,204,171.07,21.4,9.7,11.6-34.4,3.6-19.9,No,24,**66.7% (8 / 12),0.0% (0 / 2),0.0% (0 / 33),0.0% (0 / 3),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 22),0.0% (0 / 4),4.8% (2 / 42),25.0% (1 / 4),0.0% (0 / 32),0.0% (0 / 6),12.2% (5 / 41),50.0% (2 / 4)
M7 ,SP.A.7499,Lys.A.1268,Lib.G.2747,503360,259647,2339,250,90.91,40,10.53,21.4,50,4.7-50.8,15.7-84.3,No,9,50.0% (2 / 4),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 2),0.0% (0 / 5),0.0% (0 / 2),12.5% (1 / 8),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),**50.0% (4 / 8),**100.0% (3 / 3)
M6 ,SP.A.7498,Lys.A.1267,Lib.F.9182,1936830,1101150,367745,18736,6.73,81,9.83,15,10.5,3.2-37.9,1.3-33.1,No,11,**80.0% (4 / 5),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),33.3% (1 / 3),0.0% (0 / 1),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 2),0.0% (0 / 12),0.0% (0 / 1),20.0% (2 / 10),100.0% (1 / 1)
M5 ,SP.A.7497,Lys.A.1266,Lib.F.9181,2151759,1383501,450210,35169,1.42,63,1.74,36.4,31.6,10.9-69.2,12.6-56.6,Yes,13,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),**44.4% (4 / 9),100.0% (1 / 1),0.0% (0 / 2),NA% (0 / 0),**50.0% (8 / 16),100.0% (3 / 3)
M4 ,SP.A.7496,Lys.A.1265,Lib.F.9180,2988737,1541328,236573,3011,93.81,530,162.15,8.4,6.2,4.1-14.9,2.5-12.3,No,35,**100.0% (52 / 52),NA% (0 / 0),2.9% (1 / 34),0.0% (0 / 2),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 39),NA% (0 / 0),0.7% (1 / 147),5.9% (1 / 17),0.0% (0 / 68),0.0% (0 / 1),1.0% (1 / 103),0.0% (0 / 5)
M3 ,SP.A.7495,Lys.A.1264,Lib.F.9179,2461920,1242213,179784,1951,96.57,507,153.61,1.7,3.4,0.2-6.0,1.1-7.7,No,9,**100.0% (59 / 59),NA% (0 / 0),0.0% (0 / 41),0.0% (0 / 1),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 35),NA% (0 / 0),0.0% (0 / 82),NA% (0 / 0),0.0% (0 / 64),0.0% (0 / 1),0.0% (0 / 89),0.0% (0 / 1)
M2 ,SP.A.7494,Lys.A.1263,Lib.F.9178,2603097,1283695,247962,1859,97.49,583,239.81,6.4,5.2,2.8-12.2,2.1-10.4,No,25,**100.0% (55 / 55),100.0% (5 / 5),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 42),0.0% (0 / 1),0.0% (0 / 32),NA% (0 / 0),0.8% (1 / 119),0.0% (0 / 4),0.0% (0 / 91),0.0% (0 / 6),0.7% (1 / 140),0.0% (0 / 4)
M1 ,SP.A.7493,Lys.A.1262,Lib.F.9177,2600505,1328878,226820,1942,94.78,472,227.31,9.5,7.9,4.7-16.8,3.7-14.5,No,34,**96.7% (29 / 30),NA% (0 / 0),0.0% (0 / 63),0.0% (0 / 3),0.0% (0 / 27),0.0% (0 / 1),4.3% (2 / 47),0.0% (0 / 1),1.2% (1 / 83),20.0% (1 / 5),0.0% (0 / 50),0.0% (0 / 3),2.6% (3 / 115),7.7% (1 / 13)
