Project Name,Site Name,Site Id,Site Country,Site Coordinates,Layer Name,Layer Parent,Layer Profile,Layer Colour,Layer Texture,Layer Age,Layer Umbrella Culture,Layer Culture,Layer Culture (Mixed),Layer Epoch,Sample Batch Name,Sample Batch Arrival,Fossil Remain,Sample Name,Sample Synonyms,Sample Type,Sample Year of Collection,Sample Provenience,Sample Age,Sample Age Upper,Sample Age Lower,Lysate,ENC Batch,Library,Molecules (qPCR),Efficiency,LNC Batch,Capture,Capture Probe,Sequencing Run,Sequencing Lane,Sequencing Pool,Tag,QC,quicksand version,ReadsRaw,ReadsLengthfiltered,ReadsIdentified,ReadsMapped,ReadsDeduped,DuplicationRate,ReadsBedfiltered,SeqsInAncientTaxa,Ancient,AncientTaxa,OtherTaxa,Subsitutions,QS_ver,CC_reads,CC_percent,RawSeqs,FilteredL35,Identified,%Hominid,Mapped,%Mapped,Unique,Duplication_Rate,5'CT,3'CT,5'CT(95%CI),3'CT(95%CI),cond5'CT(95%CI),cond3'CT(95%CI),MM_Ancient,Deaminated(term3),H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D-S_support,D-S_support_deam,D_support,D_support_deam,S_support,S_support_deam,H_der,H_deam_der,N-HST_der,N-HST_deam_der,N_der,N_deam_der,HST_der,HST_deam_der,D-S_der,D-S_deam_der,D_der,D_deam_der,S_der,S_deam_der
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.3,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7700,freshkills id:SP6863;Field Id:M209,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1484,LyB-20180128-EZ,Lib.G.721,60612500000,18.17,Pl_288,Cap.E.7372,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1451209,920041,0,0,0,0,0,0,-,-,-,-,2.3,68.3,0.00471,1451209,1433188,1666,0.4,596,35.8,226,2.64,50.0,17.8,36.6-63.4,9.8-28.5,9.4-99.2,2.1-48.4,+,65,^42.9% (3 / 7),25.0% (1 / 4),0.0% (0 / 15),0.0% (0 / 5),12.5% (1 / 8),0.0% (0 / 3),0.0% (0 / 9),NA% (0 / 0),^^^71.4% (40 / 56),^^^73.3% (11 / 15),^^^55.3% (21 / 38),^^^60.0% (3 / 5),5.3% (1 / 19),0.0% (0 / 1),(2056:1)(15148:1)(15355:1),(15148:1),,,(1406:1),,,,(2284:1)(2955:19)(3714:2)(3747:1)(4991:1)(6242:1)(7232:1)(8140:1)(8203:1)(9647:1)(9758:1)(10172:1)(10547:1)(10670:1)(11983:1)(12001:2)(12630:1)(14073:1)(15742:1)(15883:1),(2955:4)(3714:1)(6242:1)(7232:1)(8140:1)(9758:1)(12001:1)(15742:1),(736:1)(4659:1)(5021:1)(5270:1)(5447:1)(7609:1)(7621:1)(7741:2)(10196:1)(10966:2)(12921:1)(13434:2)(13923:1)(15403:1)(16487:2)(16527:2),(5447:1)(10966:1)(13923:1),(14218:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.2,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7701,freshkills id:SP6864;Field Id:M210,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1485,LyB-20180128-EZ,Lib.G.722,91400000000,67.94,Pl_288,Cap.E.7459,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1875970,1166955,243122,201755,124189,1.62,120348,124189,++,Bovidae(36456[26.75%]) Canidae(2237[1.67%]) Cervidae(12719[9.49%]) Elephantidae(2229[1.67%]) Equidae(20511[15.55%]) Hyaenidae(43475[32.05%]) Rhinocerotidae(5715[4.32%]) Ursidae(847[0.62%]),-,"Bovidae(42.2[41.1-43.3],30.3[29.3-31.3]) Canidae(50.0[45.5-54.5],35.1[31.0-39.4]) Cervidae(45.2[43.4-47.1],31.3[29.6-33.1]) Elephantidae(42.5[38.1-46.9],39.2[34.8-43.7]) Equidae(43.4[41.9-44.8],31.5[30.3-32.9]) Hyaenidae(41.4[40.4-42.4],29.2[28.3-30.1]) Rhinocerotidae(46.5[43.8-49.2],32.5[30.0-35.1]) Ursidae(36.8[29.8-44.3],33.2[26.5-40.3])",2.3,22.8,0.001218,1875970,1848879,601,0.1,129,21.5,78,1.65,45.5,26.9,16.7-76.6,11.6-47.8,1.3-98.7,2.5-100.0,++,17,NA% (0 / 0),NA% (0 / 0),100.0% (1 / 1),NA% (0 / 0),^^100.0% (2 / 2),100.0% (1 / 1),0.0% (0 / 3),NA% (0 / 0),^^65.4% (17 / 26),^^60.0% (3 / 5),12.5% (1 / 8),0.0% (0 / 1),0.0% (0 / 2),0.0% (0 / 1),,,(15629:1),,(1406:1)(9027:1),(9027:1),,,(2955:17),(2955:3),(928:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.2,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7701,freshkills id:SP6864;Field Id:M210,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1485,LyB-20180128-EZ,Lib.G.722,91400000000,67.94,Pl_288,Cap.E.7373,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1575156,977729,2287,1109,361,3.07,0,361,++,Hominidae(361[0.74%]),-,"Hominidae(33.7[23.7-44.9],29.7[20.5-40.2])",2.3,19.7,0.001252,1575156,1553727,2287,0.7,1109,48.5,361,3.07,33.7,29.7,23.7-44.9,20.5-40.2,0.4-64.1,0.3-48.2,++,86,21.4% (3 / 14),0.0% (0 / 1),^^^40.0% (6 / 15),^^100.0% (2 / 2),^^^57.1% (4 / 7),100.0% (1 / 1),5.6% (1 / 18),0.0% (0 / 3),^^^30.3% (30 / 99),^21.7% (5 / 23),4.8% (3 / 62),0.0% (0 / 11),5.0% (2 / 40),8.3% (1 / 12),(6452:1)(6641:1)(10750:1),,(7424:1)(12070:1)(13707:1)(13801:1)(15629:2),(7424:1)(15629:1),(1406:2)(8986:1)(9027:1),(9027:1),(11102:1),,(2955:24)(6483:1)(6485:1)(6509:1)(6512:1)(13827:1)(14839:1),(2955:5),(928:1)(8784:1)(13434:1),,(6614:1)(13687:1),(13687:1)
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.2,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7702,freshkills id:SP6865;Field Id:M211,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1486,LyB-20180128-EZ,Lib.G.723,154000000000,61.91,Pl_288,Cap.E.7460,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1819772,1226983,308409,267660,180430,1.48,175289,180430,++,Bovidae(63641[33.15%]) Canidae(3742[1.97%]) Cervidae(9658[5.09%]) Elephantidae(5120[2.73%]) Equidae(22176[11.88%]) Felidae(1376[0.72%]) Hyaenidae(65607[34.33%]) Rhinocerotidae(7599[4.06%]) Ursidae(1511[0.78%]),-,"Bovidae(39.9[39.1-40.7],21.9[21.2-22.6]) Canidae(46.7[43.3-50.1],23.6[20.7-26.7]) Cervidae(44.6[42.5-46.8],26.0[24.2-27.9]) Elephantidae(42.5[39.6-45.4],25.5[23.0-28.1]) Equidae(40.7[39.4-42.1],22.8[21.7-24.0]) Felidae(47.8[42.3-53.3],32.8[28.3-37.5]) Hyaenidae(37.5[36.7-38.3],20.1[19.4-20.7]) Rhinocerotidae(40.4[38.2-42.8],25.2[23.2-27.3]) Ursidae(39.7[34.3-45.3],21.7[17.4-26.5])",2.3,13.7,0.000752,1819772,1800374,500,0.0,123,24.6,89,1.38,50.0,13.6,26.0-74.0,2.9-34.9,N/A-N/A,0.0-70.8,+,23,100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),^^86.4% (19 / 22),^^71.4% (5 / 7),6.2% (1 / 16),50.0% (1 / 2),NA% (0 / 0),NA% (0 / 0),(2523:1),,,,,,,,(2955:19),(2955:5),(14662:1),(14662:1),,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.2,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7702,freshkills id:SP6865;Field Id:M211,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1486,LyB-20180128-EZ,Lib.G.723,154000000000,61.91,Pl_288,Cap.E.7374,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1714828,1140491,121352,119187,36474,3.27,35233,36474,++,Hominidae(388[0.5%]) Hyaenidae(36086[46.3%]),-,"Hominidae(31.1[21.8-41.7],29.7[21.4-39.1]) Hyaenidae(36.0[35.0-37.1],18.6[17.7-19.5])",2.3,7.9,0.000463,1714828,1697278,1712,0.5,669,39.1,388,1.72,31.1,29.7,21.8-41.7,21.4-39.1,0.0-41.0,0.0-45.9,++,87,^^^52.0% (13 / 25),16.7% (1 / 6),^^^53.3% (8 / 15),NA% (0 / 0),^25.0% (3 / 12),0.0% (0 / 1),0.0% (0 / 24),0.0% (0 / 5),^^^44.7% (42 / 94),^^37.0% (10 / 27),7.1% (5 / 70),^^^33.3% (5 / 15),0.0% (0 / 22),0.0% (0 / 6),(2523:1)(4904:2)(6452:1)(7868:2)(7891:2)(13095:1)(13359:1)(13889:1)(15148:1)(15355:1),(15148:1),(7106:1)(7424:1)(10532:1)(13801:1)(15226:1)(15671:2)(16139:1),,(7127:1)(11383:1)(16400:1),,,,(2955:40)(4318:1)(15941:1),(2955:10),(3870:1)(3888:1)(8008:1)(14662:1)(15403:1),(3870:1)(3888:1)(8008:1)(14662:1)(15403:1),,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.1,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7703,freshkills id:SP6866;Field Id:M212,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1487,LyB-20180128-EZ,Lib.G.724,235150000000,68.32,Pl_288,Cap.E.7461,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1673298,1134937,306474,250376,186319,1.34,181109,186319,++,Bovidae(65074[32.94%]) Canidae(3062[1.57%]) Cervidae(10322[5.31%]) Elephantidae(3639[1.87%]) Equidae(13485[7.02%]) Felidae(1264[0.65%]) Hyaenidae(56386[28.66%]) Rhinocerotidae(31643[16.44%]) Ursidae(1444[0.72%]),-,"Bovidae(35.9[35.1-36.7],19.6[19.0-20.2]) Canidae(44.3[40.6-48.0],24.0[20.8-27.5]) Cervidae(42.3[40.4-44.3],24.8[23.0-26.6]) Elephantidae(42.7[39.3-46.0],24.0[21.2-27.0]) Equidae(39.8[38.2-41.5],23.3[21.9-24.8]) Felidae(40.7[35.3-46.3],29.8[25.2-34.8]) Hyaenidae(35.9[35.1-36.7],18.8[18.1-19.4]) Rhinocerotidae(39.4[38.3-40.5],21.6[20.7-22.5]) Ursidae(42.4[37.1-47.8],26.3[21.7-31.3])",2.3,2.5,0.000151,1673298,1651081,448,0.0,75,16.7,61,1.23,57.1,10.5,18.4-90.1,1.3-33.1,N/A-N/A,N/A-N/A,+,8,NA% (0 / 0),NA% (0 / 0),100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),^^64.3% (9 / 14),^^100.0% (2 / 2),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),,,(11458:1),,,,,,(2955:9),(2955:2),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.1,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7703,freshkills id:SP6866;Field Id:M212,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1487,LyB-20180128-EZ,Lib.G.724,235150000000,68.32,Pl_288,Cap.E.7375,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1590008,1063845,96613,95469,34500,2.77,33701,34500,++,Hyaenidae(34500[40.2%]),-,"Hyaenidae(33.8[32.8-34.9],16.6[15.7-17.4])",2.3,2.4,0.00015,1590008,1569758,1180,0.3,385,32.6,276,1.39,30.5,28.0,19.2-43.9,18.2-39.6,0.0-84.2,0.0-45.9,++,69,20.0% (2 / 10),0.0% (0 / 1),^^^55.6% (5 / 9),^^^100.0% (3 / 3),^^^71.4% (5 / 7),^^^100.0% (3 / 3),0.0% (0 / 20),0.0% (0 / 3),^^^32.5% (25 / 77),^^42.9% (6 / 14),4.4% (2 / 45),0.0% (0 / 7),0.0% (0 / 21),0.0% (0 / 4),(15148:1)(15667:1),,(4204:1)(11458:1)(13707:1)(15226:1)(15629:1),(4204:1)(13707:1)(15226:1),(1406:1)(3918:1)(7746:1)(11950:1)(15232:1),(1406:1)(3918:1)(15232:1),,,(2955:21)(7705:1)(8140:1)(8152:1)(8203:1),(2955:6),(7664:1)(12375:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.4,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7704,freshkills id:SP6867;Field Id:M213,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1488,LyB-20180128-EZ,Lib.G.725,38000000000,30.97,Pl_288,Cap.E.7462,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1893360,1170589,314125,284702,176251,1.62,171596,176251,++,Bovidae(12442[6.66%]) Canidae(1029[0.56%]) Cervidae(112324[61.19%]) Equidae(12727[7.06%]) Hyaenidae(34349[18.58%]) Rhinocerotidae(1659[0.91%]) Ursidae(1721[0.93%]),-,"Bovidae(37.0[35.2-38.9],22.2[20.7-23.7]) Canidae(42.6[35.8-49.6],30.7[24.9-37.0]) Cervidae(28.1[27.6-28.7],15.6[15.1-16.0]) Equidae(46.3[44.6-48.1],28.6[27.1-30.2]) Hyaenidae(37.7[36.6-38.7],20.7[19.9-21.6]) Rhinocerotidae(43.4[38.2-48.7],32.7[28.2-37.4]) Ursidae(37.2[32.6-42.0],20.2[16.5-24.3])",2.3,177.3,0.009366,1893360,1869633,451,0.1,154,34.1,105,1.47,38.7,7.9,21.8-57.8,1.7-21.4,N/A-N/A,0.0-52.2,+,24,^^^100.0% (3 / 3),100.0% (1 / 1),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),^^52.2% (12 / 23),^^100.0% (3 / 3),10.0% (1 / 10),0.0% (0 / 2),0.0% (0 / 11),0.0% (0 / 2),(2523:1)(8065:1)(13359:1),(13359:1),,,,,,,(2955:12),(2955:3),(928:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.4,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7704,freshkills id:SP6867;Field Id:M213,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1488,LyB-20180128-EZ,Lib.G.725,38000000000,30.97,Pl_288,Cap.E.7376,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1904798,1162073,3530,2453,596,4.12,0,596,++,Hominidae(596[1.02%]),-,"Hominidae(32.1[24.5-40.6],16.8[11.6-23.1])",2.3,131.8,0.006921,1904798,1882350,3530,1.0,2453,69.5,596,4.12,32.1,16.8,24.5-40.6,11.6-23.1,9.9-81.6,4.0-45.6,++,112,^^^100.0% (50 / 50),^^^100.0% (8 / 8),2.0% (1 / 49),0.0% (0 / 6),0.0% (0 / 25),0.0% (0 / 6),0.0% (0 / 40),0.0% (0 / 5),^10.3% (15 / 145),12.1% (4 / 33),0.8% (1 / 124),0.0% (0 / 23),0.0% (0 / 70),0.0% (0 / 11),(2056:1)(2523:1)(2831:1)(4904:1)(4940:1)(5840:1)(6266:5)(6452:2)(6641:1)(7891:1)(8021:2)(8065:2)(8461:1)(9325:2)(9869:2)(10307:3)(10324:2)(10750:3)(11590:1)(12474:3)(13359:3)(13656:5)(13889:1)(15148:2)(15443:3),(4904:1)(4940:1)(6641:1)(10307:1)(13359:2)(13656:1)(15443:1),(417:1),,,,,,(486:1)(2955:12)(4991:1)(10223:1),(2955:4),(928:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.4,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7705,freshkills id:SP6868;Field Id:M214,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1489,LyB-20180128-EZ,Lib.G.726,67912500000,36.61,Pl_288,Cap.E.7463,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1925746,1207531,260072,226295,136642,1.66,132334,136642,++,Bovidae(47264[31.91%]) Canidae(4351[2.96%]) Cervidae(12551[8.72%]) Elephantidae(1434[0.99%]) Equidae(5678[3.96%]) Hyaenidae(59420[40.38%]) Rhinocerotidae(4366[3.03%]) Ursidae(1578[1.07%]),-,"Bovidae(36.3[35.4-37.2],21.8[21.1-22.6]) Canidae(40.0[37.0-43.1],25.3[22.7-28.1]) Cervidae(37.9[36.1-39.8],19.9[18.4-21.4]) Elephantidae(46.6[41.2-52.1],31.3[26.4-36.6]) Equidae(39.8[37.2-42.5],22.0[19.8-24.2]) Hyaenidae(34.9[34.1-35.7],19.6[18.9-20.2]) Rhinocerotidae(42.3[39.4-45.3],29.0[26.2-31.9]) Ursidae(38.7[33.9-43.7],30.4[25.9-35.3])",2.3,22.4,0.001164,1925746,1901883,630,0.1,191,30.3,117,1.63,40.7,18.4,22.4-61.2,7.7-34.3,0.0-97.5,0.0-52.2,+,28,^^^100.0% (5 / 5),100.0% (1 / 1),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 2),^^28.6% (6 / 21),0.0% (0 / 3),0.0% (0 / 14),0.0% (0 / 7),0.0% (0 / 9),0.0% (0 / 3),(2523:2)(6452:1)(13359:1)(15355:1),(13359:1),,,,,,,(2955:6),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.4,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7705,freshkills id:SP6868;Field Id:M214,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1489,LyB-20180128-EZ,Lib.G.726,67912500000,36.61,Pl_288,Cap.E.7377,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1546464,970380,107473,105563,31176,3.39,29767,31176,++,Hominidae(699[1.26%]) Hyaenidae(30477[54.05%]),-,"Hominidae(34.4[27.6-41.6],20.7[14.9-27.5]) Hyaenidae(33.4[32.3-34.5],18.1[17.2-19.0])",2.3,24.2,0.001566,1546464,1527991,3077,1.3,2032,66.0,699,2.91,34.4,20.7,27.6-41.6,14.9-27.5,4.3-77.7,1.3-33.1,++,157,^^^100.0% (70 / 70),^^^100.0% (14 / 14),0.0% (0 / 48),0.0% (0 / 14),2.4% (1 / 42),7.7% (1 / 13),1.4% (1 / 73),0.0% (0 / 12),6.9% (13 / 188),10.9% (5 / 46),0.0% (0 / 143),0.0% (0 / 33),0.0% (0 / 98),0.0% (0 / 24),(2056:1)(2523:3)(2831:1)(4940:2)(5387:3)(5580:1)(5821:2)(5840:4)(6266:2)(6452:3)(6641:1)(7868:1)(7891:3)(8021:2)(8503:1)(9869:2)(10307:2)(10324:3)(10750:4)(11590:3)(12474:5)(13095:1)(13656:4)(15148:8)(15355:5)(15443:1)(15649:1)(15667:1),(4940:1)(6452:1)(7891:1)(8021:1)(9869:1)(10307:1)(10324:1)(13095:1)(13656:2)(15148:2)(15649:1)(15667:1),,,(438:1),(438:1),(15346:1),,(750:1)(1009:1)(2955:7)(7789:1)(8203:1)(10547:1)(15250:1),(1009:1)(2955:2)(10547:1)(15250:1),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.3,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7706,freshkills id:SP6869;Field Id:M215,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1490,LyB-20180128-EZ,Lib.G.727,126800000000,60.82,Pl_288,Cap.E.7464,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1959803,1306497,301292,236227,152536,1.55,148516,152536,++,Bovidae(40278[24.53%]) Canidae(4322[2.63%]) Cervidae(6309[3.84%]) Elephantidae(11613[7.21%]) Equidae(9054[5.61%]) Felidae(1764[1.08%]) Hyaenidae(66549[40.26%]) Rhinocerotidae(10510[6.5%]) Ursidae(2137[1.28%]),-,"Bovidae(39.0[38.0-40.0],22.3[21.5-23.2]) Canidae(45.5[42.4-48.7],25.0[22.3-27.8]) Cervidae(46.7[44.2-49.3],24.3[22.2-26.6]) Elephantidae(45.6[43.7-47.4],27.2[25.5-29.0]) Equidae(39.8[37.8-41.9],24.9[23.2-26.8]) Felidae(42.2[37.5-47.0],29.9[25.8-34.2]) Hyaenidae(37.9[37.1-38.7],21.6[20.9-22.2]) Rhinocerotidae(40.9[39.0-42.9],24.9[23.3-26.7]) Ursidae(41.3[36.8-45.9],25.1[21.2-29.2])",2.3,0.0,0.0,1959803,1932406,657,0.1,130,19.8,92,1.41,17.6,9.5,3.8-43.4,1.2-30.4,N/A-N/A,N/A-N/A,-,14,50.0% (1 / 2),0.0% (0 / 1),20.0% (1 / 5),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),^^70.0% (7 / 10),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 1),12.5% (1 / 8),NA% (0 / 0),(13359:1),,(5673:1),,,,,,(2955:6)(13968:1),,,,(14218:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.3,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7706,freshkills id:SP6869;Field Id:M215,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1490,LyB-20180128-EZ,Lib.G.727,126800000000,60.82,Pl_288,Cap.E.7378,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1170105,772089,1590,751,432,1.74,0,432,++,Hominidae(432[0.85%]),-,"Hominidae(34.3[25.3-44.2],16.5[10.3-24.6])",2.3,0.8,6.5e-05,1170105,1153956,1590,0.9,751,47.2,432,1.74,34.3,16.5,25.3-44.2,10.3-24.6,22.3-95.7,9.1-61.4,++,84,^^^95.7% (22 / 23),^^^80.0% (4 / 5),6.9% (2 / 29),0.0% (0 / 3),12.5% (2 / 16),0.0% (0 / 2),0.0% (0 / 29),0.0% (0 / 5),^^^17.3% (17 / 98),^19.0% (4 / 21),8.0% (7 / 88),12.5% (3 / 24),5.4% (2 / 37),0.0% (0 / 7),(2523:1)(4940:1)(5387:1)(5580:1)(6266:4)(6452:1)(7891:1)(8065:2)(10750:3)(12474:1)(13359:1)(15148:1)(15443:2)(15649:1)(15667:1),(4940:1)(6266:1)(15649:1)(15667:1),(5673:1)(7424:1),,(8986:1)(11950:1),,,,(2955:8)(3978:1)(4991:2)(7789:1)(8203:1)(12311:1)(12801:1)(14007:1)(14020:1),(2955:2)(7789:1)(12311:1),(3957:1)(4959:1)(5270:1)(5447:1)(12921:1)(13528:1)(16527:1),(4959:1)(5270:1)(16527:1),(4512:1)(7912:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.3,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7707,freshkills id:SP6870;Field Id:M216,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1491,LyB-20180128-EZ,Lib.G.728,143550000000,71.87,Pl_288,Cap.E.7465,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,2323230,1538411,396806,360462,234742,1.54,229660,234742,++,Bovidae(29427[11.56%]) Canidae(8039[3.19%]) Cervidae(3380[1.34%]) Equidae(12427[5.02%]) Felidae(1782[0.71%]) Hyaenidae(50472[19.91%]) Rhinocerotidae(126226[50.69%]) Ursidae(2989[1.17%]),-,"Bovidae(39.1[38.0-40.3],24.0[23.0-25.0]) Canidae(42.6[40.3-44.8],23.4[21.6-25.4]) Cervidae(49.7[46.2-53.2],27.7[24.6-31.0]) Equidae(42.7[40.9-44.4],24.1[22.6-25.6]) Felidae(41.0[36.3-45.9],29.3[25.2-33.6]) Hyaenidae(38.4[37.5-39.2],22.1[21.4-22.8]) Rhinocerotidae(36.4[35.9-37.0],21.7[21.2-22.1]) Ursidae(41.7[38.0-45.5],25.3[22.0-28.8])",2.3,0.0,0.0,2323230,2296890,770,0.0,156,20.3,94,1.66,46.7,19.4,21.3-73.4,7.5-37.5,2.5-100.0,1.3-98.7,+,15,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),^^81.8% (9 / 11),^^100.0% (2 / 2),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 2),,,,,,,,,(2955:9),(2955:2),,,,
